Location,Date,Average temperature,Lowest temperature,Highest temperature,Precipitation,Wind speed,Dew point,Relative humidity,Vapor pressure,Spot atmospheric pressure,Sea-level pressure,Duration of bright sunshine,Solar radiation quantity,Maximum depth of snow cover,Maximum depth of new snowfall,Amount of cumulus,Amount of middle and lower cloud,Average temperature of ground,Total large evaporation,Toal low evaporation
159,2016-11-02,8.2,3.1,14.1,,3.7,-6.4,35.9,3.9,1016.7,1025.3,10.4,15.82,,,0,0,8.3,3.1,4.4
159,2016-11-03,11.2,5.9,17.5,,1.8,3.1,58,7.7,1014,1022.4,9.1,12.81,,,2,2,10.9,2.6,3.7
159,2016-11-04,14.1,10.1,19,,3.9,5.1,56,8.9,1009.2,1017.5,10,13.96,,,0,0,12.5,3.3,4.8
159,2016-11-05,15.9,12.3,20.5,,4.4,10.2,70,12.5,1006.2,1014.4,10,13.8,,,0,0,14.7,2.8,3.9
159,2016-11-06,14.3,12.9,16.6,0.3,3.2,10.6,79,12.8,1015.7,1024.1,0.8,4.44,,,7.5,6.9,13.3,1.3,1.8
159,2016-11-07,14.3,12.6,18.5,0.1,2.1,8.5,68.9,11.1,1015.2,1023.6,2.7,5.39,,,8.3,4.8,13.6,1.4,2
159,2016-11-08,12.5,8.2,15.9,0.7,3.2,2.5,54.6,8.2,1011.8,1020.2,3.1,5.93,,,5.5,4,12.6,2.6,3.7
159,2016-11-09,9.7,3.8,15.8,,3.4,0.7,54.3,6.6,1017.4,1025.9,8.9,12.96,,,2.8,1.9,9.3,2.3,3.3
159,2016-11-10,11,9.7,14.3,6.7,3.2,6.3,74.3,9.6,1011.8,1020.2,0,2.38,,,8.9,4.8,10.3,1,1.4
159,2016-11-11,12.8,8.2,17.8,,3.2,5,60.6,8.8,1010.7,1019.1,9.9,11.89,,,1,1,11.8,2.3,3.3
159,2016-11-12,14.6,8.8,20.3,,2.3,7.2,62.1,10.3,1014.7,1023,9.5,12.03,,,2.5,0.1,12.6,2.4,3.4
159,2016-11-13,15.8,12.9,18,0.2,1,12.1,79.1,14.2,1014,1022.3,0.1,3.06,,,8.1,5.8,14.1,0.7,1
159,2016-11-14,17,15.7,19.5,7.6,1.8,15,88.5,17.1,1007.5,1015.7,0.5,3.57,,,9.4,7,16.5,1,1.4
159,2016-11-15,15.2,11.6,19.9,,2.6,5.7,57,9.6,1008.9,1017.2,8.8,12.24,,,2.4,0,14.4,2.8,4
159,2016-11-16,13.2,9.5,19,,2.2,0.1,44.3,6.5,1013.1,1021.4,7.7,11.16,,,2.1,0,10.7,2.9,4.2
159,2016-11-17,13.3,9.2,18.6,,1.7,3.5,53.6,8.2,1015.3,1023.7,7.6,10.58,,,1.6,1,11.6,2.1,3
159,2016-11-18,15.2,11.4,20.8,29.1,1.7,11.6,80.5,13.8,1010.3,1018.6,5.1,7.96,,,6.1,3.4,13.3,1.3,1.9
159,2016-11-19,15.9,13.4,20.4,0.7,2.4,13.9,88.4,15.9,1005.2,1013.4,4.9,7.29,,,6,3.4,16.1,1.4,2
159,2016-11-20,15.8,14,19.4,,2.4,10.5,71.3,12.7,1011.1,1019.4,6.1,8.1,,,3.5,1.4,14.6,1.9,2.7
159,2016-11-21,14.9,13,18.8,0,2.6,9.6,70.8,12,1009.3,1017.6,2.4,5.14,,,6.9,4.4,13,1.3,1.9
159,2016-11-22,11.1,6.2,15.5,,3.1,2.9,59.6,8.2,1009.6,1018,3.2,5.8,,,5.4,3.9,10.9,2.2,3.2
159,2016-11-23,8.3,5,14.5,,3.6,-2.2,49,5.5,1012.7,1021.3,5.1,8.52,,,6.3,4.5,8.5,2.7,3.8
159,2016-11-24,4.1,0.1,9.5,,4.3,-13.6,26.8,2.2,1014.6,1023.2,9.7,13.27,,,0,0,3.6,3.1,4.4
159,2016-11-25,5.7,0.9,11.7,,3.2,-7.3,38.8,3.6,1017.2,1025.9,9.6,12.13,,,1.3,0,6.7,2.5,3.5
159,2016-11-26,6.5,2.8,10.3,1.5,2.3,-1.1,60.9,6,1014.4,1023,1.3,3.42,,,7.4,4.3,5.8,0.8,1.2
159,2016-11-27,7.4,5.1,10.8,0.3,2.4,1.1,65.6,6.7,1011.3,1019.9,2.8,6.2,,,6.3,3.1,7.5,1.4,2
159,2016-11-28,7,4.1,11.9,,2.6,-4.2,47.4,4.6,1016.7,1025.3,9.1,11.35,,,0.3,0.3,7.8,2.7,3.9
159,2016-11-29,8.6,3.1,14.8,,3,-3.7,44,4.9,1022.2,1030.8,9.5,11.6,,,2.3,1.8,7.8,2.1,3
159,2016-11-30,10.9,9.1,14.8,9.4,2.2,9,88.8,11.6,1017.1,1025.6,1.5,4.08,,,8.5,6.3,11.5,0.9,1.3
159,2016-12-01,9.3,4.4,13.8,,3.9,-0.3,53.8,6.4,1015.7,1024.2,8.6,8.97,,,2.6,0.8,8.5,2.5,3.6
159,2016-12-02,7.5,3.1,12.1,,3.4,-10.3,27.4,2.8,1019.3,1027.9,9.5,12.4,,,0,0,6.2,3.2,4.5
159,2016-12-03,9.8,4.5,16.8,,1.8,-3.4,39.9,4.9,1016.6,1025.1,8.2,10.41,,,2.9,0,6.6,2.5,3.5
159,2016-12-04,10.5,8.3,13.1,,2.7,1.4,53.9,6.8,1009.4,1017.8,0.7,4.27,,,5.9,3.6,9.1,1.4,2.1
159,2016-12-05,11.5,7.5,16.3,,3.9,4.1,61.4,8.3,1008.5,1016.9,8.5,9.62,,,0.8,0.8,7.9,2.6,3.8
159,2016-12-06,6.5,3.7,10.5,,3.7,-10,30.8,3,,,9.4,12.15,,,0,0,6.1,2.9,4.2
159,2016-12-07,6.2,0.9,11.5,,3.2,-5.1,46.1,4.4,1013,1021.6,6.1,8.43,,,1.5,1.5,4.3,1.8,2.5
159,2016-12-08,8.4,3.8,12.8,,3.1,0.3,57.1,6.3,1009.9,1018.4,9,9.91,,,2.9,0.9,7.1,2.3,3.3
159,2016-12-09,9.2,4.7,13.7,,3.5,-2.8,44.6,5.3,1008.7,1017.2,8.5,9.62,,,1.3,0.9,7.4,2.7,3.9
159,2016-12-10,5.7,1.5,11.4,,3.3,-11.3,29.1,2.6,1014.9,1023.5,9.3,11.49,,,0.6,0.6,5.3,2.8,4
159,2016-12-11,6.3,0.7,12.6,,1.8,-8.4,35.3,3.4,1018,1026.7,9.3,11.39,,,0.8,0.4,4.8,1.9,2.7
159,2016-12-12,9.6,5.7,15.2,,0.8,3,63.6,7.7,1014.6,1023.1,3.1,6.24,,,6.8,4.1,7.8,1.1,1.6
159,2016-12-13,9.8,8.5,11.6,,1.4,3.3,64.5,7.8,1007.7,1016.1,0,2.86,,,8.6,7.5,8.1,1.2,1.8
159,2016-12-14,5.9,2.3,11,,3.9,-0.4,64.4,5.9,1007.7,1016.3,2.3,6.01,,,5.1,5.1,6.4,1.4,2
159,2016-12-15,2.2,-1,7,,3.8,-9.2,45.3,3.2,1010.6,1019.4,9,10.98,,,0.3,0.3,3.2,2.4,3.5
159,2016-12-16,1,-3.2,6.4,,4.4,-15.9,28.1,1.8,1015.8,1024.6,9.3,11.67,,,0,0,1.1,2.4,3.5
159,2016-12-17,5.4,-0.7,11.4,,2.4,-4.6,48.9,4.4,1020.3,1029,9.2,11.07,,,0,0,3.8,2.1,3
159,2016-12-18,8.5,3.7,13.5,,3.5,0.3,56.5,6.3,1020.5,1029.1,9.1,9.72,,,4,0.6,7,1.9,2.7
159,2016-12-19,10.7,7.7,13,17.1,1,9.1,90.4,11.7,1016.4,1024.9,0.1,2.35,,,9.6,7,9.8,0.5,0.7
159,2016-12-20,12.4,9.8,17.1,1.1,2.5,8.8,80,11.4,1017.3,1025.7,8,9.89,,,2.8,1.5,11.4,1.9,2.7
159,2016-12-21,13.5,10.2,16.9,21.2,2.6,10.8,84.6,13.2,1015,1023.4,1.7,3.83,,,9.1,7.5,11,0.9,1.4
159,2016-12-22,11.9,7,17.6,39.6,7.4,7.8,76.9,11.3,1001.1,1009.4,0.5,2.88,,,7.6,6.4,12.3,1.8,2.5
159,2016-12-23,4.7,1.5,8,,5.5,-4.4,52,4.4,1009.2,1017.8,8.8,10.84,,,1.6,1.6,4.7,2.1,3
159,2016-12-24,4.4,-0.2,10.1,,2.9,-3.1,58.3,4.9,1018.7,1027.4,7.4,9.43,,,4.4,0.8,4.4,1.5,2.1
159,2016-12-25,9,3.5,14.8,,1.2,2.6,64.9,7.4,1019.7,1028.3,8.1,9.55,,,5.8,1.5,7.5,1.4,2
159,2016-12-26,8.8,6.4,10,22.2,1.6,6.6,87.4,9.8,1009.9,1018.4,0,1.11,,,10,6.5,8.9,0.4,0.6
159,2016-12-27,4.3,-0.2,8.4,2.6,4.2,-4.5,56.4,4.8,1009.4,1018,8.7,10.38,,,3.1,2.1,5.1,2.3,3.3
159,2016-12-28,3.7,-2.3,10.5,,3,-5.8,50,4,1018.3,1027.1,9,11.33,,,1.4,1.4,3.3,2.1,3
159,2016-12-29,2.5,-0.8,7.8,,2.7,-11.2,36.5,2.7,1018.4,1027.2,9,11.37,,,1.4,1.1,2.3,2.2,3.2
159,2016-12-30,2.4,-2,8.6,,3.1,-14.3,28.4,2.1,1021.6,1030.4,9,11.96,,,1,0,2,2.4,3.5
159,2016-12-31,4.7,0,10.6,,2.7,-4.1,53.5,4.6,1020.3,1029,7.6,9.76,,,2.3,1.8,4.2,1.7,2.4
159,2017-01-01,6.5,2.2,12.6,,2.6,-1.3,58,5.6,1018.6,1027.3,9.2,10.63,,,1.9,0,5.7,1.9,2.8
159,2017-01-02,9.5,5.3,15.1,,2.7,0.8,55.4,6.5,1013,1021.5,8.9,10.12,,,2.3,2.3,8.3,2.1,2.9
159,2017-01-03,7.9,3.8,14.2,,2.6,-3.9,46,4.7,1013.8,1022.4,9.1,11.13,,,0,0,7,2.6,3.7
159,2017-01-04,8.1,4.7,12.9,,2.3,-3.4,44.4,4.9,1013.9,1022.4,8,8.79,,,4.6,0,6.3,2.1,2.9
159,2017-01-05,7.8,6,12.7,0.7,3.5,2.7,71,7.5,1017.5,1026.1,2.6,5.33,,,8,5.5,6.6,1.2,1.7
159,2017-01-06,7.5,5.1,12.8,,2.9,-0.2,58.9,6,1017.8,1026.4,6.8,9.2,,,3.9,2.8,7.3,1.7,2.4
159,2017-01-07,8.7,4.3,12.8,0,2.1,2.5,65.9,7.4,1012.1,1020.6,2.9,6.57,,,6.3,2.5,8.3,1.3,1.9
159,2017-01-08,9.3,7.4,12.9,4.6,2.9,5.1,76.1,8.8,1003.9,1012.4,1.9,4.85,,,8,6.8,9.2,1.2,1.7
159,2017-01-09,7.3,4.1,11.3,,3,-2.1,52.3,5.4,1005.5,1014,8.9,9.34,,,1.4,1.4,7.6,2,2.9
159,2017-01-10,3.5,0.8,7.7,,3.1,-7.9,43.9,3.4,1011.3,1020,9.4,11.83,,,0,0,4.2,2.1,3
159,2017-01-11,1.1,-2.3,4.9,,2.7,-13.9,33.1,2.2,1014.6,1023.3,9.4,11.31,,,2.1,0.3,1.8,2.1,3
159,2017-01-12,3.9,-0.5,8.7,,5.1,-6.8,46.1,3.8,1008,1016.6,7.3,9.43,,,3.8,0.5,4.6,2.6,3.8
159,2017-01-13,1.5,-1.9,6.7,0,4.7,-10.9,39.4,2.8,1006.4,1015.2,7.5,10.09,,,2,2,2.1,2,2.8
159,2017-01-14,-2.4,-6,2.5,,4.4,-16.5,34.8,1.8,1011.8,1020.7,9.5,12.72,,,0,0,0.7,2.5,3.6
159,2017-01-15,-1.5,-7.7,5.6,,4.4,-19.1,25.5,1.4,1015.4,1024.3,9.7,12.91,,,0,0,0.2,2.8,4
159,2017-01-16,1.4,-3.5,8.3,,3.4,-13.8,31.5,2.2,1017.9,1026.7,9.7,12.5,,,0.4,0,1.8,2.1,2.9
159,2017-01-17,4.4,-0.3,9.8,,1.1,-6.9,44.3,3.7,1021.3,1030.1,6,8.79,,,4,1.3,1.9,1.6,2.3
159,2017-01-18,5.3,1.7,9.2,,3.2,-6.7,42.1,3.7,1019.1,1027.7,5.7,8.14,,,5.9,2.1,4.5,2,2.9
159,2017-01-19,4.9,0.2,10.5,,2.5,-4.1,52,4.6,1013.1,1021.8,8.6,8.78,,,2.4,0.5,3.9,1.9,2.7
159,2017-01-20,2.1,-2.1,5.9,0,4.7,-8.6,45.8,3.3,1009.5,1018.2,8.7,10.92,,,2.3,2.1,3.3,2.1,3
159,2017-01-21,0,-3.9,4.2,,4,-11.2,43.9,2.6,1016.9,1025.7,8.5,10.66,,,2.8,0.4,1.1,1.9,2.7
159,2017-01-22,0.6,-4.1,5.1,,4.3,-11.2,42.5,2.7,1014.9,1023.7,9.4,12.51,,,1.1,1.1,3.1,2.2,3.1
159,2017-01-23,-2.5,-6.3,2.9,,3,-16.4,34.4,1.7,1019.1,1028,9.8,13.18,,,0,0,0.7,2.3,3.3
159,2017-01-24,-1.1,-5.3,4.4,,4.1,-17.1,29.3,1.6,1022.4,1031.3,10,13.62,,,0,0,1.1,2.3,3.3
159,2017-01-25,1.2,-3.7,8.2,,3.3,-16.8,26.3,1.7,1022.8,1031.7,9.9,13.81,,,0,0,2.1,3.2,4.6
159,2017-01-26,3.8,-1.7,9.2,,4.9,-12,32.1,2.7,1018.4,1027.1,9.8,13.59,,,0.9,0,4.4,3.3,4.7
159,2017-01-27,7.2,2.6,12.3,,5.1,-8.1,36.9,3.8,1015.3,1023.9,6.4,10.86,,,4.4,0.9,8.4,3.4,4.9
159,2017-01-28,6.5,0.5,12.1,,2.2,-8.7,36.4,3.7,1016.9,1025.5,9.6,13.38,,,2.9,0.5,7.4,2.2,3.1
159,2017-01-29,8,6.6,9.3,5.9,1.6,4.8,82.1,8.8,1008.5,1017,0,0.99,,,10,7,7.2,0.5,0.8
159,2017-01-30,3.3,-1.4,8.2,0.8,4.7,-6.9,50.4,4.1,1011.5,1020.2,9.4,12.27,,,1.9,1.5,5.8,2.4,3.5
159,2017-01-31,3.1,-2.2,9,,2.2,-6.1,51.1,3.9,1016.9,1025.6,9.2,11.75,,,1.4,1.4,4.4,2.1,3
159,2017-02-01,2.3,-0.6,8.5,,3.2,-13.2,31.4,2.3,1015.9,1024.6,5.5,9.62,,,2.9,1.8,4.5,2.3,3.2
159,2017-02-02,3.4,-2.5,10.1,,2.8,-16.2,23,1.7,1017.5,1026.3,10.3,15.21,,,0,0,2.4,3.4,4.9
159,2017-02-03,5.5,0.2,12.5,,3.6,-9.7,32.9,3,1015.7,1024.4,10.1,14.33,,,1.8,1,5.1,3.4,4.9
159,2017-02-04,9.5,5.3,15.1,0.2,3.1,-6.4,34.8,4.1,1011.1,1019.6,6.9,12.19,,,7.1,5.5,9.7,2.7,3.9
159,2017-02-05,7.3,4.3,12,4.9,3.5,3.5,77.6,8.1,1002.7,1011.1,3.2,6.83,,,6.9,6,7.6,1.7,2.5
159,2017-02-06,4,1.3,8.8,,4,-9.8,37.4,3,1010.1,1018.7,10,15.03,,,0.1,0,4,3,4.3
159,2017-02-07,4.4,-0.3,10.1,,1.9,-7,43.6,3.7,1014.7,1023.3,6.2,10.98,,,5.8,0,5.1,1.7,2.4
159,2017-02-08,6.1,2.6,9.8,0,2.3,-4.7,46.6,4.4,1007.9,1016.4,0.2,6.93,,,9.5,9.1,6.2,2,2.8
159,2017-02-09,1,-2.9,5.7,0,4.2,-12.5,37,2.4,1002.2,1010.9,9.9,15.36,,,3.3,1.3,4.2,2.9,4.1
159,2017-02-10,-1.5,-4.7,3.1,,4.6,-15,36.1,1.9,1006.3,1015.1,10.3,16.07,,,0,0,1.6,2.5,3.6
159,2017-02-11,-0.5,-5.7,5.9,,3.1,-12.7,39.8,2.3,1013.1,1021.9,10.4,16.18,,,0,0,2.2,2.6,3.7
159,2017-02-12,2.2,-2.5,8.3,,3.5,-11.2,38,2.6,1017.8,1026.6,10.5,16.83,,,0,0,3.9,2.9,4.2
159,2017-02-13,4.7,-0.9,11,0,2.9,-9.7,35.8,3,1020.6,1029.3,10.1,14.84,,,2.4,2,8,2.9,4.1
159,2017-02-14,5.5,1.9,10.8,0,2.2,-5.7,46,4,1022.2,1030.9,10.2,15.77,,,1.6,1.6,7.9,3,4.3
159,2017-02-15,7.3,2.7,12.8,,3.8,-6.9,36.4,3.7,1020.2,1028.9,10.4,16.2,,,0,0,8.6,3.8,5.4
159,2017-02-16,11.7,6.5,15.9,1.4,5.9,3.9,61,8.6,1012.7,1021.1,9.1,13.38,,,6.6,4.5,10.7,2.7,3.8
159,2017-02-17,12.1,5.3,17.7,2.4,5.4,0.2,50.9,7.6,1008.1,1016.4,9.5,13.57,,,4.4,1.8,13.1,3.8,5.4
159,2017-02-18,4,1.3,8.7,,3.2,-15.7,22.6,1.8,1013.4,1022.1,10.1,17.52,,,2.3,0,6.9,3.8,5.5
159,2017-02-19,6.7,-1,13,,4.9,-4.5,46.5,5.1,1009.6,1018.1,9.9,15.99,,,4.9,3.4,9.1,3.2,4.6
159,2017-02-20,9.4,0.5,14.3,1.4,5.5,-2.5,48.9,6.4,1003.6,1012,6.8,12.55,,,4.4,3,13,3.6,5.2
159,2017-02-21,5.2,-1,9.7,,3.3,-4.1,51.4,4.6,1020.3,1029,10.1,15.65,,,4.1,3.1,8.5,2.4,3.4
159,2017-02-22,8.2,6.1,10.5,23.2,2.5,5.1,82.4,9,1006.1,1014.6,0,1.42,,,9.9,7.3,7.9,0.6,0.8
159,2017-02-23,5.4,0.8,10.3,,3.4,-4.9,50.9,4.6,1005.6,1014.2,9.2,16.85,,,4.4,1.4,7.3,3.1,4.4
159,2017-02-24,2.8,-1.6,8.5,,4.1,-12.4,32.5,2.4,1013.3,1022,10,18.43,,,1,0,6,2.8,4
159,2017-02-25,5.7,0.4,12.3,,2.9,-6.1,43.1,3.9,1012.9,1021.5,10.4,17.53,,,0.3,0,8.4,3.1,4.4
159,2017-02-26,6.4,2.4,10.3,,2.6,-4.6,46,4.5,1015,1023.6,8.2,14.67,,,4.9,1,8.3,2.4,3.4
159,2017-02-27,7.5,4.2,12.2,0.3,2.7,1,63.8,6.6,1017.6,1026.2,7.9,12.6,,,5.6,5.4,7.1,1.8,2.5
159,2017-02-28,8.8,4.3,13.6,,2.6,-1.2,51.4,5.7,1015.8,1024.4,10.7,17.68,,,1.5,0.5,10.7,3.1,4.4
159,2017-03-01,9.3,6.2,13.8,13.2,3,-0.5,52.4,6.1,1007.4,1015.9,7.7,14.62,,,6.3,0.3,12.8,2.7,3.8
159,2017-03-02,6.6,2.6,11.4,1.6,3,-0.9,61,5.9,1003.5,1012,8.2,15.99,,,3.9,2,9,2.6,3.7
159,2017-03-03,6.7,0.5,12.4,,3.3,-5.9,41,4,1010.6,1019.1,10.8,18.89,,,2.9,0,8.3,3.6,5.1
159,2017-03-04,9.7,5.5,14.5,,3.4,-1.3,47.1,5.7,1009.6,1018,9.5,18.54,,,2.6,0,12.9,3.5,5
159,2017-03-05,10.2,7.1,15.5,,2.8,0.2,50.9,6.3,1006.2,1014.6,0.5,11.67,,,6,1.3,12.5,2.7,3.9
159,2017-03-06,7.1,1.7,11.4,,3.1,-9.7,31.6,3.2,1003.9,1012.4,8.8,19.39,,,2.6,0,11.8,4.2,6
159,2017-03-07,3.1,-1.1,9.8,,3,-11.6,34,2.5,1005.8,1014.5,11.1,19.89,,,0.5,0.1,8.6,3.1,4.5
159,2017-03-08,2.9,-2.3,9.5,,4.7,-9.7,39.6,3,1005.5,1014.1,1.8,18.96,,,0.4,0.4,8.4,3.5,5
159,2017-03-09,6.9,1.9,11.8,,5.5,-7,37.9,3.7,1004.5,1012.9,,19.79,,,0.4,0,10.6,4.3,6.2
159,2017-03-10,8.6,3.3,15.4,,3.5,-6,36,4,1009.5,1018,,20.17,,,0,0,12.9,4.3,6.1
159,2017-03-11,10.3,6.4,15.7,,2.5,-5.5,33.8,4.2,1014.4,1022.9,,18.31,,,2.9,0,13,3.3,4.8
159,2017-03-12,11.3,6.3,16.6,,3,0.3,48.9,6.3,1011.9,1020.3,,16.79,,,5.1,4,13.3,3.7,5.3
159,2017-03-13,10.9,8.4,15.7,,3,0.4,50,6.4,1008,1016.4,3.4,16.37,,,6,1.9,14,2.9,4.1
159,2017-03-14,8.7,5.2,14.8,0,2.6,1.8,62.8,7,1008.2,1016.6,7.4,11.6,,,6.3,6.3,12.1,2.2,3.1
159,2017-03-15,7.6,3.4,14,,3.3,-1.8,52.8,5.4,1013.7,1022.3,11.3,19.7,,,0.5,0.5,12.4,3.3,4.7
159,2017-03-16,9,5.2,12.8,,3,0.5,55.9,6.4,1012.8,1021.3,6.3,14.23,,,6.4,0.9,11.1,2.7,3.8
159,2017-03-17,10.6,6.6,15.4,,2.5,-1.7,43.3,5.4,1014.3,1022.8,11,19.27,,,1.3,1.1,14.9,3.4,4.8
159,2017-03-18,11.3,8.4,16.9,,2.8,-1.4,42.1,5.5,1015.1,1023.6,5.3,11.15,,,4.1,1.3,14.9,3.5,5
159,2017-03-19,12.4,9,17.2,,3.2,0.9,48.1,6.9,1016.7,1025.1,10.5,19.11,,,1.5,0,17,3.3,4.7
159,2017-03-20,10.7,8.1,14.5,6.3,2.6,5.9,73.6,9.3,1010.2,1018.6,0.2,6.64,,,7.4,5.8,12.4,1.3,1.9
159,2017-03-21,9.2,6.1,16.8,2.5,3.7,3.7,71,8,1006.1,1014.6,6.4,16.79,,,5.1,3.3,12.5,2.6,3.8
159,2017-03-22,9.1,4.5,14.2,,2.8,-0.6,52.1,5.9,1011.7,1020.2,6.6,15.83,,,6.1,1.3,10.7,3.2,4.5
159,2017-03-23,11.6,9,15.3,,2.5,0.2,46.9,6.3,1010.8,1019.2,5,13.44,,,8.4,6.4,12.5,2.7,3.9
159,2017-03-24,9.9,7.8,12.9,,3,0.9,54.5,6.5,1013.1,1021.6,4.7,12.52,,,9,6.5,11.3,2.4,3.4
159,2017-03-25,9.1,5.9,12.8,3.3,3.7,3.2,68.8,7.8,1011.1,1019.6,4.6,12.66,,,8.6,6.3,11.6,2.1,3
159,2017-03-26,6.9,4.5,10.6,3.9,2.1,4.1,83,8.2,1009.1,1017.7,1,6.49,,,9.6,6.3,9.9,1.1,1.5
159,2017-03-27,7.2,3.9,13.1,2.8,2.9,1.1,66.1,6.6,1010.7,1019.3,8.8,16.7,,,1.9,1.6,9.1,2.5,3.5
159,2017-03-28,9.3,3.7,14.7,,3.2,-1.5,47.9,5.5,1014.3,1022.8,10,20.66,,,4.5,1.8,10.6,3.3,4.8
159,2017-03-29,9,6.2,11.6,2.1,1.1,6,81.8,9.3,1013.7,1022.2,0,4.06,,,9.5,7.1,10.3,1,1.4
159,2017-03-30,12.5,7.7,18.1,,2.8,4.4,60,8.4,1011.8,1020.1,11.2,22,,,3.8,0.3,13.5,3.9,5.6
159,2017-03-31,9.9,8.6,11.4,0,3.3,4.4,68.9,8.4,1009.4,1017.9,0.1,4.54,,,9.8,7.8,10.3,1.3,1.9
159,2017-04-01,8.8,6.7,12.3,3,2.3,4.6,75.8,8.5,1006.9,1015.4,3.2,9.02,,,8.8,6,11.7,1.6,2.2
159,2017-04-02,9.3,5,15.2,,3.1,2.8,65.5,7.5,1009.4,1017.9,8.2,20.33,,,2,2,11.6,3.2,4.6
159,2017-04-03,14.9,6.9,22.5,,3.3,-2,34.3,5.4,1012.8,1021.1,7.5,23.71,,,0,0,15.2,6.1,8.8
159,2017-04-04,16.1,11.8,21.5,,3.8,1,37.4,6.8,1015.5,1023.8,11.4,23.14,,,3.3,0,17.2,5.2,7.4
159,2017-04-05,14.5,12.4,15.3,10.6,4.2,10.9,80.3,13.2,1011.8,1020.1,0,2.99,,,9.9,6.6,13.9,0.8,1.2
159,2017-04-06,14.7,13.7,15.7,26.6,6,14.1,96.3,16.1,1004.2,1012.5,0,1.26,,,9.5,7.3,14.9,0.7,1
159,2017-04-07,16,12.5,21.3,,2.4,9.9,69.1,12.3,1005.2,1013.4,10.2,22.61,,,4.4,0.4,17.7,3.9,5.5
159,2017-04-08,16.1,11.6,20.2,,1.8,10.3,69.4,12.6,1002.5,1010.6,11,22.24,,,3,0,19.3,3.4,4.9
159,2017-04-09,14.3,11.3,17.7,,3.7,6.9,62.6,10.2,1005.7,1014,7.3,16.76,,,6.5,3.8,18.3,3.5,5.1
159,2017-04-10,12.4,10.5,16.7,0,4.5,5.8,65.1,9.3,1003.9,1012.2,4.8,14.9,,,8.6,4.9,15.7,2.5,3.6
159,2017-04-11,12.8,9.7,18.2,15.5,2.5,8.3,76.4,11,996.1,1004.3,4.9,11.22,,,6.5,3.6,15,2.7,3.9
159,2017-04-12,13.7,11.5,17.7,,3.8,2.5,48.1,7.6,1004.4,1012.7,11.3,24,,,4.5,0.5,16.5,4.5,6.4
159,2017-04-13,15,8.9,19.5,,4,2,42.5,7.3,1008.9,1017.2,11.5,22.85,,,0,0,17.1,5.1,7.2
159,2017-04-14,15.9,11.8,19.3,,7.6,8.8,64.1,11.6,1006.8,1015.1,9.1,20.37,,,3.5,2,17.7,4.5,6.5
159,2017-04-15,17.8,14.9,21.6,0,4.9,12,69.8,14.2,1006.1,1014.2,10.7,22.06,,,4.1,2,21.2,3.7,5.3
159,2017-04-16,16.1,13.6,21,,2.6,13.3,84,15.3,1006.7,1014.9,10.8,22.54,,,4.4,2,21.9,2.9,4.1
159,2017-04-17,15.7,13.1,17.8,37.7,3.3,14.9,95.5,17,992.8,1000.9,0,0.95,,,9,7.3,16.6,0.8,1.1
159,2017-04-18,15.2,11.6,19.1,,4.8,8.9,69.1,11.9,992,1000.1,9.7,21.51,,,2.5,2.5,18.3,4.7,6.7
159,2017-04-19,15.1,10.6,18.5,,4.9,2.2,42.1,7.3,1000.7,1008.9,12.2,24.83,,,2,0.6,18.2,4.7,6.7
159,2017-04-20,15.3,13.8,18.2,0,2.7,5.8,53.5,9.3,1003.1,1011.4,3.4,14.13,,,9.6,6.3,17.5,3.4,4.8
159,2017-04-21,15.5,12.2,20.9,,2.9,6.6,56.6,9.8,1001.8,1010,4.5,21.23,,,7.5,0.3,19.9,4,5.7
159,2017-04-22,14,10.9,17.5,0,2.8,7,63.4,10,1005.3,1013.6,7.2,22.92,,,1.3,1.3,20.3,3.5,5
159,2017-04-23,14.4,9.9,17.9,,2.8,8.1,66.4,10.9,1009.9,1018.2,10,25.57,,,0,0,20.4,4,5.6
159,2017-04-24,16.1,10.9,20.5,,3.2,7.5,58.3,10.4,1012,1020.2,10.6,26.38,,,1.3,1.3,21.9,4.6,6.6
159,2017-04-25,17.6,14.9,19.7,2.3,4.8,14.4,81.8,16.4,1011,1019.2,0.6,11.36,,,9.4,5.8,18.9,2.1,2.9
159,2017-04-26,14.4,11.8,17.8,9.4,2.3,12.3,87.1,14.3,1006.7,1015,2.3,7.21,,,8.8,5.9,16.9,2,2.8
159,2017-04-27,14.5,10.7,20.1,,4.1,1.3,42,6.8,1002.6,1010.8,7.4,23.57,,,4.6,0.1,16.7,5.4,7.7
159,2017-04-28,15.6,10.9,19.3,,4.6,3.9,46.1,8.5,998.9,1007.1,2.8,24.93,,,1.3,0.3,19.5,5.4,7.7
159,2017-04-29,17.9,13.5,22.7,,4.4,6.3,47.8,9.7,999.4,1007.5,,25.46,,,0,0,22,6.2,8.8
159,2017-04-30,19,14.9,23.2,,5.3,9.6,55.6,12,1001,1009,,23.3,,,0,0,22.9,5.1,7.3
159,2017-05-01,18.1,14.2,22.9,,3.4,6,47.5,9.6,1009.2,1017.3,,25.96,,,1.3,0,23.6,5.8,8.4
159,2017-05-02,16.2,13,19.9,,3,4.8,47.3,8.7,1014.7,1022.9,9.7,21.52,,,6.8,0,20.9,4.3,6.2
159,2017-05-03,17.4,12.8,23.3,,1.9,9.6,62.3,12.5,1013.8,1022,12,26.87,,,2.5,0,24.3,4.4,6.2
